departement;nom;adresse_1;adresse2;adresse3;code_postal;ville;email;telephone;fax;web;wgs84
91;Salle Gérard Philipe;Avenue des Parcs;;;91090;Lisses;;01 69 11 40 10;01 69 11 40 11;;48.6028609,2.4214438
92;Théâtre 2 Gennevilliers Centre Dramatique National de Création Contemporaine;41, avenue des Grésillons;;;92230;Gennevilliers;administration@tgcdn.com;01 41 32 26 10;;http://www.theatredegennevilliers.com;48.9142826,2.3000769
94;Bibliothèque de la Habette à Créteil;Place de la Habette;;;94000;Créteil;bibliotheque.creteil@agglo-plainecentrale94.fr;01 43 39 13 53;;http://www.mediatheques-plainecentrale94.fr/;48.7733199,2.4667524
95;Centre culturel L'Imprévu;23, rue du Général de Leclerc;;;95310;Saint-Ouen-l'Aumône;josiane.locatelli@ville-soa.fr;01 34 21 25 70;;;49.0468708,2.1051069
75;Maison de la Poésie;Passage Molière;157, rue Saint-Martin;;75003;Paris 03;;;01 42 71 11 02;http://www.maisondelapoesieparis.com;48.8623474,2.3519539
75;Bibliothèque Isle Saint-Louis à Paris;21 rue Saint-Louis en l'ile;;;75004;Paris 04;bibliotheque.isle-saint-louis@paris.fr;01 56 81 28 10;;;48.85147610000001,2.3573883
75;Bibliothèque Georges Brassens à Paris;38 rue Gassendi;;;75014;Paris 14;bibliotheque.georges-brassens@paris.fr;01 53 90 30 30;;;48.83371270000001,2.3257689
75;Théâtre de la Providence;73, rue Rébeval;;;75019;Paris 19;thprovidence@multimania.com;01 42 00 25 75;01 42 00 27 57;http://thprovidence.multimania.com;48.874563,2.38142
78;Conservatoire de Musique et d'Art Dramatique de Maurepas;4 rue de la Beauce;;;78310;Maurepas;conservatoire@maurepas.net;01 30 50 51 89;01 34 61 22 70;http://www.maurepas.fr/;48.7663277,1.9437183999999998
91;MJC Jean-Mermoz à Viry-Chatillon;13 avenue Jean-Mermoz;;;91170;Viry-Chatillon;asso21juin@metcourrier.com;06 85 92 20 24;;;48.65810279999999,2.3697865
93;Laboratoires d'Aubervilliers;41, rue de l'Écuyer;;;93300;Aubervilliers;info@leslaboratoires.org;01 53 56 15 90;01 53 56 15 99;http://www.leslaboratoires.org;48.9066866,2.3931122
93;Théâtre de la Commune - Centre dramatique national d'Aubervilliers;2, rue Édouard Poisson;;;93300;Aubervilliers;info@theatredelacommune.com;;01 48 34 35 55;http://www.theatredelacommune.com;48.9107529,2.3837787
94;Conservatoire André Navarra de Charenton-Le-Pont;3 Place des Marseillais;;;94220;Charenton-Le-Pont;;01 46 76 68 00;01 46 76 68 01;http://www.charenton.fr/culture/musique_conservatoire/;48.8074491,2.4507098
94;Usine Hollander;1, rue du Docteur Roux;;;94600;Choisy-le-Roi;;;;http://www.compagnielarumeur.com;48.7714293,2.4093019
95;Bibliothèque Intercommunale Aimé Césaire à Villiers-le-Bel;1 place Victor Hugo;;;95400;Villiers-le-Bel;jbmarchesi@agglo-valdefrance.fr;01 39 90 80 39;;http://www.agglo-valdefrance.fr/;48.995181,2.4114545
75;L'Européen;5, rue Biot;;;75017;Paris 17;europeen.staccato@wanadoo.fr;01 43 87 29 89;01 43 87 67 80;http://www.leuropeen.info;48.8839467,2.326466
78;Le Boucanier;32, avenue Émile Zola;;;78300;Poissy;;01 39 79 43 56;01 39 79 43 57;http://www.leboucanier.net;48.9285368,2.0287514
78;Médiathèque Antoine de Saint-Exupéry à Voisins-le-Bretonneux;Espace Decauville;5 place de la Division Leclerc;;78960;Voisins-le-Bretonneux;mediatheque-saint.exupery@agglo-sqy.fr;01 30 60 91 04;01 30 60 18 84;http://www.mediatheques.agglo-sqy.fr/les-mediatheques/les-mediatheques/antoine-de-saint-exupery/;48.758866,2.049707
92;Centre culturel municipal Max Juclier;23, quai d'Asnières;;;92390;Villeneuve-la-Garenne;culture.villeneuve@wanadoo.fr;01 47 98 11 10;01 47 94 89 33;http://www.culturevilleneuve92.fr/;48.9345776,2.3360533
93;Nouveau Théâtre de Montreuil, Centre dramatique national;10, place Jean Jaurès;;;93100;Montreuil;;01 48 70 48 99;;http://www.cdnm-theatre-montreuil.com/;48.8625874,2.4422087
93;Espace Lilas en Scène;23 bis, rue Chassagnolle;;;93260;Les Lilas;contact@lilasenscene.com;01 43 63 41 61;01 43 63 41 61;http://www.lilasenscene.com/;48.8761837,2.41341
93;Villa Mais d'ici, Friche Culturelle de Proximité;77 rue des Cités;;;93300;Aubervilliers;contact@villamaisdici.org;01 41 57 00 89;;http://www.villamaisdici.org/;48.9065143,2.3874893999999998
93;Maison du peuple;12, boulevard Pasteur;;;93380;Pierrefitte-sur-seine;;01 49 40 07 20;;;48.9659697,2.362033
93;Théâtre Nout;7 rue du 19 mars 1962;;;93450;L'Ile-Saint-Denis;info@theatrenout.com;09 81 20 90 29;09 81 20 90 29;;48.93679359999999,2.3384532
75;Théâtre Daunou;7, rue Daunou;;;75002;Paris 02;;01 42 61 52 12;01 42 61 73 00;;48.86933579999999,2.3320464
95;Théâtre Roger Barat;Place de la Halle;;;95220;Herblay;trbh@herblay.fr;01 39 97 40 30;01 39 97 86 60;http://www.herblay.fr;48.9916655,2.1661872
95;Bibliothèque Joseph Kessel à Beauchamp;18 avenue du Général de Gaulle;;;95250;Beauchamp;bibliotheque@ville-beauchamp.fr;01 39 60 73 97;01 34 18 17 73;http://www.ville-beauchamp.fr/;49.0102377,2.1953589
95;La médiathèque intercommunale Georges Pompidou de Saint-Leu-La-Forêt;6 avenue des Diablots;;;95320;Saint-Leu-La-Forêt;stleu.bibliotheque@val-et-foret.fr;;;http://www.saint-leu-la-foret.fr/;49.0102308,2.2385712
95;Ecole de musique de Vauréal;55-59 avenue Simone Signoret;;;95490;Vauréal;ecoledemusique@mairie-vaureal.fr;01 34 66 86 60;;http://www.vaureal.fr/content/heading59952/content60522.html;49.0263833,2.0165465
95;Espace Lino Ventura;Avenue du Général de Gaulle;;;95140;Garges-lès-Gonesse;aubertint@villedegarges.com;01 34 53 31 00;01 34 45 29 65;http://www.garges.net;48.972229,2.401028
95;L'Orange bleue;7 rue Jean-Mermoz;;;95600;Eaubonne;lorangebleue@eaubonne.fr;01 34 27 71 20;;http://www.eaubonne.fr/heading/heading41568.html;48.98751679999999,2.3020872
91;Maison pour tous de la Tête Ronde en images;;;;91190;Villiers-le-Bâcle;;;;http://www.ville-villierslebacle.fr/spip.php?article777;48.725782,2.125206
91;Centre Culturel Saint Exupéry;1, place Lametti;;;91320;Wissous;centreculturelsaintexuperywissous@agglo-hautsdebievre.fr;01 69 93 89 04;01 69 93 82 68;http://www.mairie-wissous.fr;48.73338,2.326022
91;Centre culturel Sidney Bechet;10, place Henri Barbusse;;;91350;Grigny;gilles.klefeld@grigny91.fr;01 69 43 20 09;01 69 25 81 84;;48.6531837,2.3923393
91;Gymnase intercommunal de Lardy;113, rue Panserot;;;91510;Lardy;;;;;48.516883,2.2529507
93;Médiathèque Roger Gouhier à Noisy-le-Sec;3, rue Jean Jaurès;;;93130;Noisy-le-Sec;info@mediatheque-noisylesec.org;01 49 42 67 19;01 48 46 08 05;http://www.mediatheque-noisylesec.org;48.8904464,2.4531533
77;Théâtre Luxembourg;4 rue Cornillon;BP 213;;77103;Meaux Cedex;theatreluxembourg@yahoo.fr;01 64 36 40 10;01 64 34 90 51;http://www.ville-meaux.fr;48.9543547,2.8792233
77;Espace Horizons;allée de l'espoir;;;77330;Ozoir-la-Ferrière;;;;;48.7643552,2.6750171
77;Centre des arts et loisirs de Vaires-sur-Marne;31, avenue Jean Jaurès;;;77360;Vaires-sur-Marne;culture.jeunesse@vairessurmarne.fr;01 64 26 55 33;01 64 26 55 38;http://www.vairessurmarne.com/?Centre-des-Arts-et-Loisirs;48.8733473,2.6373888
77;Médiathèque de l’Europe;6 avenue Charles-de-Gaulle;;;77600;Bussy-Saint-Georges;mediatheque@bussy-saint-georges.fr;01 64 66 30 85;;http://www.mediathequebussy.net;48.8794269,2.7627085
78;La Clef;46 rue de Mareil;;;78100;Saint-Germain-en-Laye;contact@laclef.asso.fr;01 39 21 54 90;01 39 73 29 21;http://www.laclef.asso.fr;48.8945853,2.0897031
95;Théâtre Paul Éluard, scène conventionnée;162, rue Maurice Berteaux;;;95870;Bezons;tpebezons@wanadoo.fr;01 34 10 20 20;01 34 10 01 63;;48.9311637,2.2072574
91;Espace culturel La Villa;Rue Jean-Claude Guillemont;;;91100;Villabe;;;;;48.58853509999999,2.4513764
91;Théâtre de Longjumeau;20, rue du Général de Gaulle;;;91160;Longjumeau;contact@theatre-longjumeau.com;01 69 09 05 05;01 69 10 00 65;http://saison.theatre-longjumeau.com;48.6955664,2.2988177
92;Espace Saint Jo - Le Vieux Théâtre;54 rue du Moulin de Pierre;;;92140;Clamart;;;;http://www.espacestjo.fr;48.8087148,2.2659594
93;Médiathèque Centre Ville à La Courneuve;4 rue Jules Ferry;;;93120;La Courneuve;tristan.clemençon@plainecommune.com.fr;01 49 92 61 68;;http://www.mediatheques-plainecommune.fr/;48.9257858,2.3922221
93;Médiathèque Albert Camus à Epinay-sur-Seine;11 rue Félix Merlin;;;93800;Epinay-sur-Seine;bertille.lambert@plainecommune.fr;0148 41 70 29;;http://www.mediatheques-plainecommune.fr/;48.9557355,2.3005642
75;La Sorbonne;17, rue de la Sorbonne;;;75005;Paris 05;secretg@univ-paris1.fr;01 44 07 77 06;01 46 34 76 96;http://www.univ-paris1.fr/universite/;48.8488341,2.3430945
75;Alhambra;21, rue Yves-Toudic;;;75010;Paris 10;contact@alhambra-paris.com;01 40 20 40 25;01 40 20 40 26;http://www.alhambra-paris.com;48.8706729,2.3630652
77;Salle de la Sucrerie;77 rue du Général Leclerc;;;77120;Coulommiers;;;;;48.8132733,3.0748774
77;L'Empreinte;301, avenue de l'Europe;;;77176;Savigny-le-Temple;empreinte@savigny-le-temple.fr;01 64 41 70 25;01 64 10 73 50;http://www.lempreinte.net;48.5955118,2.5849265
77;Médiathèque municipale de Nangis;Cour Emile Zola;;;77370;Nangis;;01 64 60 52 31;;http://www.ville-nangis.fr/;48.5549686,3.01357
78;Centre de musique baroque de Versailles;Hôtel des Menus-Plaisirs;22, avenue de Paris;;78003;Versailles;;01 39 20 78 10;01 39 20 78 01;http://www.cmbv.fr;48.8007381,2.134039
75;Centre international d'accueil et d'échange des Résidences;150-154, rue du Faubourg Saint-Martin;;;75010;Paris 10;contact@centre-les-recollets.com;01 53 26 21 00;01 53 26 21 08;http://www.centre-les-recollets.com;48.8757442,2.360315
75;Le Réservoir;16, rue de la Forge Royale;;;75011;Paris 11;lereservoir@wanadoo.fr;01 43 56 39 60;01 43 56 31 73;http://www.reservoirclub.com;48.8514624,2.3806522
75;Centre Ressources Théâtre et Handicap;école différente de théâtre O Clair de la lune;163 rue de Charenton;;75012;Paris 12;information@crth.org;01 42 74 17 87;01 43 40 38 25;http://www.crth.org;48.8446053,2.3840184
75;Médiathèque Hélène Berr à Paris;70 rue de Picpus;;;75012;Paris 12;mediatheque.helene-berr@paris.fr;01 43 45 87 12;;;48.84257119999999,2.3974443
75;Centre Animation Amandiers;110 rue des Amandiers;;;75020;Paris 20;amandiers@laligue.org;01 44 62 85 40;01 43 66 49 24;;48.86795799999999,2.3887483
77;Centre culturel de Mitry-Mory;7 avenue de Verdun;;;77290;Mitry-Mory;cmcl@mitry-mory.fr;01 60 21 22 10;;http://cmcl.jimdo.com/;48.9553299,2.6000139
91;Bibliothèque Diane-de-Poitiers à Etampes;4 rue Sainte-Croix;;;91152;Etampes;;01 64 94 05 65;;http://www.bibliotheque-etampois-etampes.fr;48.4356631,2.1608962
92;Maison des Arts de Malakoff;105 avenue du 12 Février 1934;;;92240;Malakoff;maisondesarts.mlk@wanadoo.fr;01 47 35 96 94;01 47 35 91 54;http://maisondesarts.malakoff.fr;48.8180568,2.3078837
92;Le Hublot;87 rue Félix Faure;;;92700;Colombes;contact@lehublot.org;01 47 60 10 33;;http://www.lehublot.org/;48.9144313,2.2612717
95;La Mezzanine / Mairie de Pierrelaye;46 rue Victor Hugo;;;95480;Pierrelaye;culture@ville-pierrelaye.fr;01 34 32 31 42;;http://www.ville-pierrelaye.fr;49.02310360000001,2.1554223
75;Théâtre de Nesle;8, rue de Nesle;;;75006;Paris 06;contact@galeriedenesle.com;01 43 25 25 41;01 43 25 00 00;http://www.galeriedenesle.com;48.8547514,2.3392438
75;La Loge;77, rue de Charonne;;;75011;Paris 11;laloge.alice@gmail.com;;;http://www.lalogeparis.fr/;48.8538774,2.3815068999999998
75;Théâtre Aire Falguière;55, rue de la Procession;;;75015;Paris 15;vuemer1@orange.fr;01 40 43 92 73;;http://aire.falguiere.free.fr;48.8365746,2.309742
75;Institut slovaque de Paris;125 rue du Ranelagh;;;75016;Paris 16;krizikova@mzv.sk;01 71 93 91 3;01 71 93 73 59;http://www.siparis.mfa.sk;48.8560179,2.2680298
77;Espace Caravelle;Rue Winston Churchill;;;77100;Meaux;;01 60 09 74 60;;http://www.ville-meaux.fr/;48.95030999999999,2.90518
91;Salle Mère Marie Pia;2, rue de Combs-la-Ville;;;91480;Quincy-sous-Sénart;;;;;48.6720607,2.5384349
92;Espace Schiffers;79 rue Charles-Chefson;;;92270;Bois-Colombes;;01 55 66 02 02;;;48.9193958,2.2706171
93;Médiathèque Ulysse à Saint-Denis;37 cours de Rû de Montfort;;;93200;Saint-Denis;florence.schreiber@plainecommune.com.fr;01 71 86 35 20;;http://www.mediatheques-plainecommune.fr/;48.9265671,2.3666961
95;Espace Saint-Exupéry - Théâtre Jean Cocteau;32 bis, rue de la Station;;;95130;Franconville;espacesaintexupery@ville-franconville.fr;01 39 32 66 05;01 39 32 67 97;http://www.ville-franconville.fr;48.9860277,2.2317351
95;Espace Germinal - Scènes de l'Est Valdoisien;Avenue du Mesnil;BP60025;;95470;Fosses;contact@espacegerminal.fr;01 34 72 88 80;01 34 72 26 24;http://www.espacegerminal.fr;49.1002,2.515916
95;Le Forum de Vauréal;Boulevard de l'Oise;;;95490;Vauréal;ctrolliet@mairie-vaureal.fr;;;http://www.leforum-vaureal.fr/;49.0309857,2.0217646
78;Théâtre de Poissy;Place de la République;BP 3081;;78303;Poissy Cedex;theatre@ville-poissy.fr;01 39 22 55 92;01 39 22 55 06;http://theatre-poissy.fr;48.9275937,2.0437536
91;Salle Albert Camus;cour de La Ferme;;;91800;Boussy-Saint-Antoine;;01 69 00 13 13;;;48.69867010000001,2.5261044999999998
94;Studio du CCN de Créteil;Quartier de la Croix-des-Mèches;Rue Charpy;;94000;Créteil;contact@ccncreteil.com;01 56 71 13 20;01 56 71 13 22;http://www.ccncreteil.com/;48.7871888,2.4530932
94;Espace culturel André Malraux du Kremlin-Bicêtre;2, place Victor-Hugo;;;94270;Le Kremlin-Bicêtre;cpons.ecam@orange.fr;01 49 60 62 16;01 49 60 76 16;;48.8093025,2.360475000000001
75;Espace Christian Dente;ACP la Manufacture Chanson;124, avenue de la République;;75011;Paris 11;acp@manufacturechanson.org;01 43 58 19 94;01 79 75 87 19;http://www.manufacturechanson.org;48.8629922,2.3858033
77;Médiathèque de l'Astrolabe à Melun;25 rue du Château;;;77008;Melun Cedex;;01 60 56 04 70;01 60 56 04 91;http://www.astrolabe-melun.fr;48.536917,2.6551109
77;Salle des fêtes de Nemours;135 route de Moret;;;77140;Nemours;centresocioculturel-nemours@wanadoo.fr;01 64 28 63 26;;;48.2821967,2.6973835
77;L'arc en ciel;Espace A. Lanoux;6 rue Curie;;77230;Saint-Mard;cslarcenciel@orange.fr;01 60 54 96 69;;;49.0374017,2.6964787
75;Centre d'animation La Jonquière;88, rue de la Jonquière;;;75017;Paris 17;accueil@ca-lajonquiere.com;01 42 29 78 79;;http://www.ca-lajonquiere.com/;48.8947405,2.3191423
75;Le Grand Parquet;20 bis rue du Département;;;75018;Paris 18;francois.grosjean@legrandparquet.net;01 40 05 01 50;;http://www.legrandparquet.net/;48.8860664,2.3637543
75;Centre d'animation Curial;90, rue Curial;;;75019;Paris 19;cacurial@laligue.org;01 40 34 91 69;01 46 07 96 33;;48.89094619999999,2.3719184
75;Théâtre de Ménilmontant;15 rue du Retrait;;;75020;Paris 20;victor.tdm@orange.fr;01 46 36 03 43;01 47 97 74 75;http://menilmontant.info;48.8682481,2.3949021
78;L'Usine à Chapeaux;32, rue Gambetta;;;78120;Rambouillet;progra@mjc-rambouillet.asso.fr;01 30 88 89 05;01 30 88 89 03;http://www.mjc-rambouillet.asso.fr/;48.64614479999999,1.8265908
78;Salle Jacques Brel de Mantes-la-Ville;21 rue des Merisiers;;;78711;Mantes-la-Ville;culture@mairie-manteslaville.fr;01 30 98 55 46;;http://www.mairie-manteslaville.fr;48.97604159999999,1.7089797
91;Centre culturel d’Igny;Place Stalingrad;;;91430;Igny;;01 69 33 21 31;;;48.7327112,2.2213205
93;Conservatoire départemental de musique et de danse de Montreuil-sous-Bois;13 avenue de la Résistance;;;93100;Montreuil;conservatoire@montreuil.fr;01 48 70 60 04;01 48 57 17 59;;48.8685272,2.4335374
93;Le Colombier de Bagnolet;20 rue Marie-Anne Colombier;;;93170;Bagnolet;letheatreducolombier@orange.fr;01 43 60 72 81;09 64 07 31 84;http://www.lecolombier-langaja.com;48.8706243,2.4183579
94;Bibliothèque Paul d'Espinassous à Charenton-le-Pont;36 quai des Carrières;;;94220;Charenton-le-Pont;;01 46 76 69 00;01 46 76 69 02;http://www.charentonlepont.fr/;48.81912819999999,2.4084627
92;Bibliothèque - discothèque;2 rue André-Le Nôtre;;;92350;Le Plessis-Robinson;bibliotheque@plessis-robinson.com;01 46 01 44 70;01 46 01 44 71;http://www.plessis-robinson.com;48.7787278,2.2547399
94;Conservatoire de Musique d’Art Dramatique et de Danse Francis Poulenc à Nogent-sur-Marne;Hôtel des Coignard;150 Grande Rue Charles de Gaulle;;94130;Nogent-sur-Marne;conservatoire@ville-nogentsurmarne.fr;01 48 71 64 20;01 48 71 64 29;http://www.ville-nogentsurmarne.fr/culture-et-loisirs/lieux-culturels/conservatoire-francis-poulenc.html;48.8377713,2.4888206
75;Centre culturel roumain;1 rue de l'Exposition;;;75007;Paris 07;institut@institut-roumain.org;01 47 05 15 31;01 47 05 15 50;http://www.institut-roumain.org;48.85812139999999,2.3027688
75;Théâtre de l'oeuvre;55, rue de Clichy;;;75009;Paris 09;adm@theatredeloeuvre.fr;01 44 53 88 80;01 44 53 88 81;http://www.theatredeloeuvre.fr/;48.8803626,2.3290195
75;Théâtre des Bouffes du Nord;37 bis, boulevard de la Chapelle;;;75010;Paris 10;cict@bouffesdunord.com;01 46 07 33 00;01 46 07 34 11;http://www.bouffesdunord.com;48.884201,2.358914
75;Théâtre Pixel;18, rue Championnet;;;75018;Paris 18;theatrepixel@free.fr;01 42 54 00 92;09 55 18 74 93;http://www.theatrepixel.com;48.89521999999999,2.351726
75;FRAC Ile-de-France Le Plateau;place Annah Arendt;;;75019;Paris 19;;01 76 21 13 41;;http://www.fracidf-leplateau.com/;48.877678,2.385733
77;Centre culturel Marc Brinon de Saint-Thibault-des-Vignes;1, rue des Vergers;;;77400;Saint-Thibault-des-Vignes;stephanie.robardelle@ville-st-thibault.fr;01 60 31 73 18;;;48.8688817,2.6815104
78;COSEC;Rue Salvador Allende;;;78130;Les Mureaux;chargeprogrammation@mairie-lesmureaux.fr;01 30 91 38 60;;;48.97137,1.922145
78;Conservatoire de la ville de Houilles est un Conservatoire à rayonnement communal de musique et de danse;13 rue de Crimée;;;78800;Houilles;conservatoire@ville-houilles.fr;01 39 68 61 80;;http://www.ville-houilles.fr/;48.9217042,2.1778569
91;Salle Jean Vilar à Saint-Pierre-du-Perray;2 avenue des jasmins;;;91280;Saint-Pierre-du-Perray;;01 69 89 75 24;;;48.6131403,2.4963165
92;Théâtre de l'Ouest Parisien Boulogne-Billancourt;1, place Bernard Palissy;;;92100;Boulogne-Billancourt;accueil@top-bb.fr;01 46 03 71 17;01 46 03 50 14;http://www.top-bb.fr;48.8447255,2.2341998
93;Médiathèque Centre Ville de Saint-Denis;4 place de la Légion d’Honneur;;;93200;Saint-Denis;florence.schreiber@plainecommune.com.fr;01 49 33 92 40;;http://www.mediatheques-plainecommune.fr/;48.9348924,2.357968
94;Salle Gérard Philipe;2, avenue Pablo Neruda;;;94380;Bonneuil-sur-Marne;ppoujol@ville-bonneuil-sur-marne.fr;01 45 13 88 38;01 45 13 88 24;;48.7738972,2.4865779
94;Centre culturel du Forum (de Boissy-Saint-Léger);Place du Forum;;;94470;Boissy-Saint-Léger;helene.marco@ville-boissy.fr;01 45 10 26 99;01 45 10 26 94;;48.752854,2.501543
95;Médiathèque Elsa-Triolet & Aragon à Argenteuil;Parc de la Mairie;;;95100;Argenteuil;mediatheques@ville-argenteuil.fr;01 34 23 41 86;01 34 23 44 83;http://mediatheques.argenteuil.fr/;48.946913,2.249182
95;Salle Jacques Brel de Gonesse;5 rue du Commandant Maurice Fourneau;;;95500;Gonesse;dacgonesse@mairie-gonesse.fr;01 39 87 65 75;01 39 87 66 88;http://www.ville-gonesse.fr;48.99148,2.4451533
77;Le Mas;800, avenue de l'Europe;;;77350;Le Mée-sur-Seine;;01 64 64 08 75;;;48.544342,2.633457
75;Le Local;18, rue de l'Orillon;;;75010;Paris 10;infos@le-local.net;01 46 36 11 89;;http://le-local.net;48.8700943,2.3759687
78;Maison des bonheurs;2, Rue Ernest Chausson - Le Village -;;;78110;Magny-les-Hameaux;service.culturel@magny-les-hameaux.fr;01 61 37 09 33;;;48.7436521,2.0620439
78;Maison Pour Tous de Chatou;105 rue du Général Leclerc;;;78400;Chatou;maisonpourtouschatou@free.fr;01 30 71 13 73;01 30 71 14 14;http://maisonpourtouschatou.free.fr;48.89831030000001,2.150467
91;MJC Maryse Bastie à Viry-Chatillon;12 place René Coty;;;91170;Viry-Chatillon;marnia@mjcbastie.org;01 69 05 78 29;01 69 05 00 00;http://www.mjcbastie.org;48.67449569999999,2.377409
92;Théâtre du Coteau;10, rue Louis Pergaud;;;92350;Le Plessis-Robinson;theatrecoteau@aliceadsl.fr;01 46 30 45 29;;http://www.theatrecoteau.fr/;48.7897263,2.2700082999999998
93;Le 6B;6-10 quai de Seine;;;93200;Saint-Denis;info@le6b.org;;;http://www.le6b.org/;48.9380927,2.3427866
93;La Belle Étoile;14 allée Saint-Just;;;93210;La Plaine-Saint-Denis;courrier@cie-joliemome.org;01 49 98 39 20;;http://www.cie-joliemome.org/;48.908566,2.3608567
